#    L    TT             EE             TE             PP             TP          
   321    0.33763E+04    0.12910E+02    0.11840E+03    0.17003E+07    0.87272E+03
   322    0.33432E+04    0.13098E+02    0.11796E+03    0.16941E+07    0.86449E+03
   323    0.33102E+04    0.13285E+02    0.11748E+03    0.16880E+07    0.85632E+03
   324    0.32775E+04    0.13474E+02    0.11695E+03    0.16820E+07    0.84821E+03
   325    0.32449E+04    0.13660E+02    0.11640E+03    0.16759E+07    0.84017E+03
   326    0.32124E+04    0.13847E+02    0.11579E+03    0.16699E+07    0.83219E+03
   327    0.31801E+04    0.14034E+02    0.11516E+03    0.16639E+07    0.82427E+03
   328    0.31481E+04    0.14219E+02    0.11450E+03    0.16580E+07    0.81641E+03
   329    0.31162E+04    0.14404E+02    0.11379E+03    0.16521E+07    0.80862E+03
   330    0.30845E+04    0.14588E+02    0.11304E+03    0.16462E+07    0.80089E+03
   331    0.30531E+04    0.14771E+02    0.11226E+03    0.16403E+07    0.79323E+03
   332    0.30218E+04    0.14954E+02    0.11145E+03    0.16345E+07    0.78563E+03
   333    0.29908E+04    0.15135E+02    0.11061E+03    0.16287E+07    0.77810E+03
   334    0.29601E+04    0.15316E+02    0.10972E+03    0.16230E+07    0.77062E+03
   335    0.29295E+04    0.15495E+02    0.10880E+03    0.16172E+07    0.76322E+03
   336    0.28992E+04    0.15672E+02    0.10785E+03    0.16115E+07    0.75588E+03
   337    0.28693E+04    0.15850E+02    0.10685E+03    0.16059E+07    0.74860E+03
   338    0.28395E+04    0.16024E+02    0.10583E+03    0.16002E+07    0.74139E+03
   339    0.28101E+04    0.16199E+02    0.10477E+03    0.15946E+07    0.73424E+03
   340    0.27809E+04    0.16372E+02    0.10369E+03    0.15890E+07    0.72716E+03
   341    0.27520E+04    0.16543E+02    0.10256E+03    0.15835E+07    0.72014E+03
   342    0.27234E+04    0.16713E+02    0.10140E+03    0.15780E+07    0.71319E+03
   343    0.26951E+04    0.16881E+02    0.10021E+03    0.15725E+07    0.70631E+03
   344    0.26672E+04    0.17047E+02    0.98994E+02    0.15670E+07    0.69949E+03
   345    0.26396E+04    0.17211E+02    0.97744E+02    0.15616E+07    0.69274E+03
   346    0.26123E+04    0.17374E+02    0.96470E+02    0.15562E+07    0.68605E+03
   347    0.25852E+04    0.17534E+02    0.95159E+02    0.15508E+07    0.67944E+03
   348    0.25586E+04    0.17692E+02    0.93817E+02    0.15454E+07    0.67288E+03
   349    0.25323E+04    0.17849E+02    0.92445E+02    0.15401E+07    0.66640E+03
   350    0.25063E+04    0.18002E+02    0.91049E+02    0.15348E+07    0.65998E+03
   351    0.24809E+04    0.18154E+02    0.89623E+02    0.15295E+07    0.65363E+03
   352    0.24556E+04    0.18304E+02    0.88166E+02    0.15243E+07    0.64734E+03
   353    0.24308E+04    0.18451E+02    0.86693E+02    0.15190E+07    0.64112E+03
   354    0.24062E+04    0.18596E+02    0.85182E+02    0.15138E+07    0.63496E+03
   355    0.23822E+04    0.18738E+02    0.83648E+02    0.15087E+07    0.62886E+03
   356    0.23584E+04    0.18878E+02    0.82098E+02    0.15035E+07    0.62282E+03
   357    0.23351E+04    0.19016E+02    0.80518E+02    0.14984E+07    0.61684E+03
   358    0.23122E+04    0.19149E+02    0.78922E+02    0.14933E+07    0.61091E+03
   359    0.22896E+04    0.19281E+02    0.77295E+02    0.14882E+07    0.60504E+03
   360    0.22675E+04    0.19410E+02    0.75649E+02    0.14832E+07    0.59921E+03
   361    0.22458E+04    0.19536E+02    0.73979E+02    0.14781E+07    0.59344E+03
   362    0.22244E+04    0.19659E+02    0.72288E+02    0.14731E+07    0.58771E+03
   363    0.22035E+04    0.19780E+02    0.70579E+02    0.14682E+07    0.58204E+03
   364    0.21830E+04    0.19896E+02    0.68847E+02    0.14632E+07    0.57640E+03
   365    0.21629E+04    0.20010E+02    0.67099E+02    0.14583E+07    0.57081E+03
   366    0.21433E+04    0.20121E+02    0.65331E+02    0.14534E+07    0.56526E+03
   367    0.21241E+04    0.20228E+02    0.63546E+02    0.14485E+07    0.55975E+03
   368    0.21052E+04    0.20333E+02    0.61746E+02    0.14436E+07    0.55428E+03
   369    0.20869E+04    0.20434E+02    0.59928E+02    0.14388E+07    0.54884E+03
   370    0.20690E+04    0.20532E+02    0.58097E+02    0.14340E+07    0.54343E+03
   371    0.20514E+04    0.20626E+02    0.56250E+02    0.14292E+07    0.53806E+03
   372    0.20343E+04    0.20717E+02    0.54391E+02    0.14244E+07    0.53272E+03
   373    0.20177E+04    0.20804E+02    0.52517E+02    0.14197E+07    0.52741E+03
   374    0.20015E+04    0.20889E+02    0.50632E+02    0.14150E+07    0.52213E+03
   375    0.19857E+04    0.20969E+02    0.48736E+02    0.14103E+07    0.51687E+03
   376    0.19704E+04    0.21047E+02    0.46829E+02    0.14056E+07    0.51164E+03
   377    0.19556E+04    0.21120E+02    0.44914E+02    0.14009E+07    0.50643E+03
   378    0.19411E+04    0.21189E+02    0.42988E+02    0.13963E+07    0.50123E+03
   379    0.19272E+04    0.21256E+02    0.41055E+02    0.13917E+07    0.49606E+03
   380    0.19137E+04    0.21319E+02    0.39113E+02    0.13871E+07    0.49091E+03
   381    0.19006E+04    0.21376E+02    0.37166E+02    0.13825E+07    0.48576E+03
   382    0.18879E+04    0.21431E+02    0.35213E+02    0.13780E+07    0.48064E+03
   383    0.18757E+04    0.21481E+02    0.33254E+02    0.13734E+07    0.47552E+03
   384    0.18641E+04    0.21528E+02    0.31292E+02    0.13689E+07    0.47041E+03
   385    0.18527E+04    0.21571E+02    0.29326E+02    0.13645E+07    0.46531E+03
   386    0.18419E+04    0.21611E+02    0.27358E+02    0.13600E+07    0.46022E+03
   387    0.18315E+04    0.21646E+02    0.25388E+02    0.13555E+07    0.45514E+03
   388    0.18215E+04    0.21677E+02    0.23417E+02    0.13511E+07    0.45005E+03
   389    0.18120E+04    0.21702E+02    0.21446E+02    0.13467E+07    0.44497E+03
   390    0.18029E+04    0.21726E+02    0.19476E+02    0.13423E+07    0.43988E+03
   391    0.17943E+04    0.21746E+02    0.17507E+02    0.13380E+07    0.43480E+03
   392    0.17860E+04    0.21762E+02    0.15540E+02    0.13336E+07    0.42971E+03
   393    0.17783E+04    0.21774E+02    0.13577E+02    0.13293E+07    0.42461E+03
   394    0.17710E+04    0.21782E+02    0.11618E+02    0.13250E+07    0.41951E+03
   395    0.17641E+04    0.21785E+02    0.96622E+01    0.13207E+07    0.41440E+03
   396    0.17577E+04    0.21785E+02    0.77133E+01    0.13165E+07    0.40927E+03
   397    0.17515E+04    0.21781E+02    0.57699E+01    0.13122E+07    0.40414E+03
   398    0.17460E+04    0.21772E+02    0.38334E+01    0.13080E+07    0.39898E+03
   399    0.17408E+04    0.21760E+02    0.19045E+01    0.13038E+07    0.39382E+03
   400    0.17360E+04    0.21743E+02   -0.15641E-01    0.12996E+07    0.38863E+03
   401    0.17316E+04    0.21723E+02   -0.19266E+01    0.12954E+07    0.38343E+03
   402    0.17277E+04    0.21697E+02   -0.38274E+01    0.12913E+07    0.37821E+03
   403    0.17242E+04    0.21669E+02   -0.57174E+01    0.12871E+07    0.37297E+03
   404    0.17211E+04    0.21636E+02   -0.75951E+01    0.12830E+07    0.36772E+03
   405    0.17184E+04    0.21599E+02   -0.94612E+01    0.12789E+07    0.36245E+03
   406    0.17161E+04    0.21559E+02   -0.11314E+02    0.12748E+07    0.35718E+03
   407    0.17142E+04    0.21514E+02   -0.13153E+02    0.12708E+07    0.35190E+03
   408    0.17126E+04    0.21465E+02   -0.14977E+02    0.12667E+07    0.34661E+03
   409    0.17116E+04    0.21414E+02   -0.16785E+02    0.12627E+07    0.34132E+03
   410    0.17108E+04    0.21357E+02   -0.18579E+02    0.12587E+07    0.33603E+03
   411    0.17105E+04    0.21297E+02   -0.20354E+02    0.12547E+07    0.33074E+03
   412    0.17105E+04    0.21233E+02   -0.22113E+02    0.12507E+07    0.32545E+03
   413    0.17109E+04    0.21166E+02   -0.23853E+02    0.12468E+07    0.32017E+03
   414    0.17116E+04    0.21094E+02   -0.25575E+02    0.12428E+07    0.31489E+03
   415    0.17128E+04    0.21020E+02   -0.27277E+02    0.12389E+07    0.30962E+03
   416    0.17142E+04    0.20941E+02   -0.28959E+02    0.12350E+07    0.30437E+03
   417    0.17160E+04    0.20859E+02   -0.30621E+02    0.12311E+07    0.29912E+03
   418    0.17181E+04    0.20772E+02   -0.32261E+02    0.12273E+07    0.29389E+03
   419    0.17207E+04    0.20683E+02   -0.33878E+02    0.12234E+07    0.28867E+03
   420    0.17235E+04    0.20590E+02   -0.35473E+02    0.12196E+07    0.28348E+03
   421    0.17267E+04    0.20494E+02   -0.37044E+02    0.12157E+07    0.27830E+03
   422    0.17303E+04    0.20394E+02   -0.38593E+02    0.12119E+07    0.27315E+03
   423    0.17340E+04    0.20290E+02   -0.40116E+02    0.12082E+07    0.26802E+03
   424    0.17381E+04    0.20183E+02   -0.41614E+02    0.12044E+07    0.26292E+03
   425    0.17426E+04    0.20072E+02   -0.43086E+02    0.12006E+07    0.25785E+03
   426    0.17473E+04    0.19959E+02   -0.44532E+02    0.11969E+07    0.25280E+03
   427    0.17523E+04    0.19843E+02   -0.45953E+02    0.11932E+07    0.24779E+03
   428    0.17576E+04    0.19723E+02   -0.47344E+02    0.11895E+07    0.24282E+03
   429    0.17632E+04    0.19600E+02   -0.48708E+02    0.11858E+07    0.23788E+03
   430    0.17691E+04    0.19475E+02   -0.50045E+02    0.11821E+07    0.23298E+03
   431    0.17752E+04    0.19346E+02   -0.51352E+02    0.11785E+07    0.22812E+03
   432    0.17815E+04    0.19214E+02   -0.52631E+02    0.11748E+07    0.22330E+03
   433    0.17882E+04    0.19080E+02   -0.53879E+02    0.11712E+07    0.21853E+03
   434    0.17951E+04    0.18943E+02   -0.55098E+02    0.11676E+07    0.21381E+03
   435    0.18022E+04    0.18804E+02   -0.56287E+02    0.11640E+07    0.20913E+03
   436    0.18095E+04    0.18662E+02   -0.57445E+02    0.11604E+07    0.20451E+03
   437    0.18172E+04    0.18517E+02   -0.58571E+02    0.11569E+07    0.19993E+03
   438    0.18249E+04    0.18369E+02   -0.59665E+02    0.11533E+07    0.19542E+03
   439    0.18330E+04    0.18221E+02   -0.60728E+02    0.11498E+07    0.19096E+03
   440    0.18413E+04    0.18069E+02   -0.61757E+02    0.11463E+07    0.18655E+03
   441    0.18498E+04    0.17914E+02   -0.62755E+02    0.11428E+07    0.18221E+03
   442    0.18583E+04    0.17758E+02   -0.63719E+02    0.11393E+07    0.17793E+03
   443    0.18672E+04    0.17599E+02   -0.64650E+02    0.11358E+07    0.17372E+03
   444    0.18762E+04    0.17440E+02   -0.65547E+02    0.11324E+07    0.16957E+03
   445    0.18854E+04    0.17276E+02   -0.66410E+02    0.11289E+07    0.16550E+03
   446    0.18947E+04    0.17112E+02   -0.67238E+02    0.11255E+07    0.16149E+03
   447    0.19042E+04    0.16947E+02   -0.68033E+02    0.11221E+07    0.15756E+03
   448    0.19138E+04    0.16779E+02   -0.68793E+02    0.11187E+07    0.15370E+03
   449    0.19236E+04    0.16610E+02   -0.69517E+02    0.11153E+07    0.14992E+03
   450    0.19336E+04    0.16440E+02   -0.70207E+02    0.11120E+07    0.14621E+03
   451    0.19436E+04    0.16267E+02   -0.70861E+02    0.11086E+07    0.14259E+03
   452    0.19538E+04    0.16094E+02   -0.71481E+02    0.11053E+07    0.13905E+03
   453    0.19641E+04    0.15920E+02   -0.72065E+02    0.11020E+07    0.13559E+03
   454    0.19745E+04    0.15745E+02   -0.72615E+02    0.10987E+07    0.13220E+03
   455    0.19850E+04    0.15568E+02   -0.73130E+02    0.10954E+07    0.12889E+03
   456    0.19957E+04    0.15391E+02   -0.73603E+02    0.10921E+07    0.12566E+03
   457    0.20063E+04    0.15213E+02   -0.74050E+02    0.10888E+07    0.12250E+03
   458    0.20171E+04    0.15034E+02   -0.74450E+02    0.10856E+07    0.11942E+03
   459    0.20280E+04    0.14855E+02   -0.74820E+02    0.10823E+07    0.11641E+03
   460    0.20390E+04    0.14674E+02   -0.75154E+02    0.10791E+07    0.11347E+03
   461    0.20499E+04    0.14494E+02   -0.75453E+02    0.10759E+07    0.11061E+03
   462    0.20610E+04    0.14312E+02   -0.75710E+02    0.10727E+07    0.10781E+03
   463    0.20720E+04    0.14131E+02   -0.75944E+02    0.10695E+07    0.10509E+03
   464    0.20831E+04    0.13951E+02   -0.76126E+02    0.10664E+07    0.10243E+03
   465    0.20941E+04    0.13770E+02   -0.76284E+02    0.10632E+07    0.99837E+02
   466    0.21053E+04    0.13588E+02   -0.76398E+02    0.10601E+07    0.97313E+02
   467    0.21165E+04    0.13407E+02   -0.76481E+02    0.10569E+07    0.94854E+02
   468    0.21277E+04    0.13227E+02   -0.76527E+02    0.10538E+07    0.92459E+02
   469    0.21388E+04    0.13045E+02   -0.76542E+02    0.10507E+07    0.90128E+02
   470    0.21501E+04    0.12866E+02   -0.76519E+02    0.10476E+07    0.87859E+02
   471    0.21611E+04    0.12687E+02   -0.76458E+02    0.10446E+07    0.85652E+02
   472    0.21723E+04    0.12509E+02   -0.76367E+02    0.10415E+07    0.83506E+02
   473    0.21834E+04    0.12331E+02   -0.76239E+02    0.10384E+07    0.81418E+02
   474    0.21945E+04    0.12155E+02   -0.76079E+02    0.10354E+07    0.79390E+02
   475    0.22056E+04    0.11979E+02   -0.75882E+02    0.10324E+07    0.77419E+02
   476    0.22166E+04    0.11804E+02   -0.75650E+02    0.10294E+07    0.75505E+02
   477    0.22275E+04    0.11631E+02   -0.75391E+02    0.10264E+07    0.73646E+02
   478    0.22384E+04    0.11458E+02   -0.75087E+02    0.10234E+07    0.71842E+02
   479    0.22493E+04    0.11287E+02   -0.74764E+02    0.10204E+07    0.70091E+02
   480    0.22601E+04    0.11118E+02   -0.74401E+02    0.10175E+07    0.68393E+02
   481    0.22708E+04    0.10950E+02   -0.74003E+02    0.10145E+07    0.66747E+02
   482    0.22815E+04    0.10785E+02   -0.73574E+02    0.10116E+07    0.65152E+02
   483    0.22920E+04    0.10621E+02   -0.73118E+02    0.10087E+07    0.63607E+02
   484    0.23023E+04    0.10458E+02   -0.72629E+02    0.10058E+07    0.62110E+02
   485    0.23127E+04    0.10298E+02   -0.72107E+02    0.10029E+07    0.60661E+02
   486    0.23230E+04    0.10140E+02   -0.71556E+02    0.99997E+06    0.59259E+02
   487    0.23331E+04    0.99848E+01   -0.70975E+02    0.99710E+06    0.57903E+02
   488    0.23431E+04    0.98308E+01   -0.70363E+02    0.99424E+06    0.56592E+02
   489    0.23530E+04    0.96797E+01   -0.69722E+02    0.99139E+06    0.55325E+02
   490    0.23629E+04    0.95315E+01   -0.69052E+02    0.98855E+06    0.54100E+02
   491    0.23724E+04    0.93855E+01   -0.68354E+02    0.98573E+06    0.52918E+02
   492    0.23819E+04    0.92425E+01   -0.67629E+02    0.98291E+06    0.51776E+02
   493    0.23913E+04    0.91009E+01   -0.66874E+02    0.98011E+06    0.50675E+02
   494    0.24006E+04    0.89637E+01   -0.66094E+02    0.97732E+06    0.49613E+02
   495    0.24096E+04    0.88287E+01   -0.65287E+02    0.97454E+06    0.48588E+02
   496    0.24185E+04    0.86974E+01   -0.64455E+02    0.97177E+06    0.47601E+02
   497    0.24272E+04    0.85691E+01   -0.63596E+02    0.96902E+06    0.46650E+02
   498    0.24358E+04    0.84429E+01   -0.62714E+02    0.96627E+06    0.45734E+02
   499    0.24443E+04    0.83211E+01   -0.61806E+02    0.96354E+06    0.44853E+02
   500    0.24526E+04    0.82016E+01   -0.60876E+02    0.96081E+06    0.44004E+02
   501    0.24606E+04    0.80865E+01   -0.59922E+02    0.95810E+06    0.43188E+02
   502    0.24686E+04    0.79751E+01   -0.58946E+02    0.95540E+06    0.42403E+02
   503    0.24763E+04    0.78666E+01   -0.57948E+02    0.95271E+06    0.41651E+02
   504    0.24838E+04    0.77618E+01   -0.56927E+02    0.95003E+06    0.40929E+02
   505    0.24912E+04    0.76615E+01   -0.55888E+02    0.94737E+06    0.40238E+02
   506    0.24983E+04    0.75650E+01   -0.54828E+02    0.94471E+06    0.39578E+02
   507    0.25054E+04    0.74720E+01   -0.53749E+02    0.94206E+06    0.38949E+02
   508    0.25121E+04    0.73837E+01   -0.52650E+02    0.93943E+06    0.38349E+02
   509    0.25187E+04    0.72990E+01   -0.51535E+02    0.93681E+06    0.37779E+02
   510    0.25249E+04    0.72186E+01   -0.50403E+02    0.93419E+06    0.37238E+02
   511    0.25311E+04    0.71422E+01   -0.49253E+02    0.93159E+06    0.36727E+02
   512    0.25370E+04    0.70703E+01   -0.48087E+02    0.92900E+06    0.36244E+02
   513    0.25428E+04    0.70026E+01   -0.46908E+02    0.92642E+06    0.35789E+02
   514    0.25483E+04    0.69394E+01   -0.45713E+02    0.92385E+06    0.35362E+02
   515    0.25536E+04    0.68808E+01   -0.44505E+02    0.92129E+06    0.34964E+02
   516    0.25587E+04    0.68266E+01   -0.43284E+02    0.91874E+06    0.34592E+02
   517    0.25635E+04    0.67772E+01   -0.42051E+02    0.91620E+06    0.34248E+02
   518    0.25681E+04    0.67323E+01   -0.40806E+02    0.91367E+06    0.33930E+02
   519    0.25726E+04    0.66922E+01   -0.39550E+02    0.91115E+06    0.33639E+02
   520    0.25768E+04    0.66567E+01   -0.38284E+02    0.90864E+06    0.33374E+02
   521    0.25807E+04    0.66261E+01   -0.37010E+02    0.90614E+06    0.33135E+02
   522    0.25843E+04    0.66005E+01   -0.35726E+02    0.90365E+06    0.32922E+02
   523    0.25878E+04    0.65797E+01   -0.34435E+02    0.90118E+06    0.32733E+02
   524    0.25911E+04    0.65638E+01   -0.33138E+02    0.89871E+06    0.32570E+02
   525    0.25940E+04    0.65529E+01   -0.31832E+02    0.89625E+06    0.32431E+02
   526    0.25967E+04    0.65470E+01   -0.30522E+02    0.89380E+06    0.32316E+02
   527    0.25994E+04    0.65461E+01   -0.29207E+02    0.89137E+06    0.32226E+02
   528    0.26017E+04    0.65503E+01   -0.27889E+02    0.88894E+06    0.32158E+02
   529    0.26038E+04    0.65598E+01   -0.26566E+02    0.88652E+06    0.32114E+02
   530    0.26055E+04    0.65743E+01   -0.25243E+02    0.88411E+06    0.32093E+02
   531    0.26073E+04    0.65940E+01   -0.23916E+02    0.88171E+06    0.32095E+02
   532    0.26086E+04    0.66189E+01   -0.22589E+02    0.87933E+06    0.32119E+02
   533    0.26097E+04    0.66490E+01   -0.21263E+02    0.87695E+06    0.32165E+02
   534    0.26106E+04    0.66844E+01   -0.19936E+02    0.87458E+06    0.32233E+02
   535    0.26112E+04    0.67251E+01   -0.18612E+02    0.87222E+06    0.32322E+02
   536    0.26116E+04    0.67710E+01   -0.17289E+02    0.86987E+06    0.32432E+02
   537    0.26119E+04    0.68222E+01   -0.15969E+02    0.86753E+06    0.32562E+02
   538    0.26117E+04    0.68788E+01   -0.14653E+02    0.86520E+06    0.32714E+02
   539    0.26115E+04    0.69405E+01   -0.13341E+02    0.86288E+06    0.32885E+02
   540    0.26110E+04    0.70078E+01   -0.12035E+02    0.86057E+06    0.33076E+02
   541    0.26101E+04    0.70802E+01   -0.10734E+02    0.85827E+06    0.33286E+02
   542    0.26092E+04    0.71580E+01   -0.94401E+01    0.85597E+06    0.33516E+02
   543    0.26079E+04    0.72412E+01   -0.81536E+01    0.85369E+06    0.33764E+02
   544    0.26065E+04    0.73297E+01   -0.68753E+01    0.85142E+06    0.34031E+02
   545    0.26048E+04    0.74235E+01   -0.56056E+01    0.84915E+06    0.34316E+02
   546    0.26029E+04    0.75224E+01   -0.43457E+01    0.84689E+06    0.34619E+02
   547    0.26007E+04    0.76266E+01   -0.30959E+01    0.84465E+06    0.34939E+02
   548    0.25984E+04    0.77360E+01   -0.18571E+01    0.84241E+06    0.35277E+02
   549    0.25958E+04    0.78508E+01   -0.63012E+00    0.84018E+06    0.35631E+02
   550    0.25930E+04    0.79708E+01    0.58446E+00    0.83796E+06    0.36002E+02
