#    L    TT             EE             TE             PP             TP          
  5880    0.27569E-01    0.44749E-03   -0.11506E-03    0.19772E+05    0.85726E-01
  5881    0.27512E-01    0.44594E-03   -0.11328E-03    0.19766E+05    0.85441E-01
  5882    0.27457E-01    0.44439E-03   -0.11150E-03    0.19761E+05    0.85159E-01
  5883    0.27399E-01    0.44283E-03   -0.10971E-03    0.19755E+05    0.84878E-01
  5884    0.27343E-01    0.44129E-03   -0.10791E-03    0.19750E+05    0.84599E-01
  5885    0.27288E-01    0.43975E-03   -0.10613E-03    0.19744E+05    0.84322E-01
  5886    0.27232E-01    0.43821E-03   -0.10433E-03    0.19739E+05    0.84047E-01
  5887    0.27175E-01    0.43668E-03   -0.10253E-03    0.19733E+05    0.83773E-01
  5888    0.27119E-01    0.43515E-03   -0.10072E-03    0.19728E+05    0.83501E-01
  5889    0.27063E-01    0.43363E-03   -0.98909E-04    0.19722E+05    0.83231E-01
  5890    0.27006E-01    0.43212E-03   -0.97101E-04    0.19717E+05    0.82962E-01
  5891    0.26950E-01    0.43060E-03   -0.95290E-04    0.19711E+05    0.82696E-01
  5892    0.26894E-01    0.42909E-03   -0.93479E-04    0.19706E+05    0.82431E-01
  5893    0.26837E-01    0.42758E-03   -0.91666E-04    0.19700E+05    0.82168E-01
  5894    0.26781E-01    0.42610E-03   -0.89853E-04    0.19695E+05    0.81906E-01
  5895    0.26724E-01    0.42461E-03   -0.88040E-04    0.19689E+05    0.81647E-01
  5896    0.26668E-01    0.42311E-03   -0.86220E-04    0.19684E+05    0.81389E-01
  5897    0.26612E-01    0.42164E-03   -0.84408E-04    0.19678E+05    0.81133E-01
  5898    0.26556E-01    0.42016E-03   -0.82598E-04    0.19673E+05    0.80879E-01
  5899    0.26500E-01    0.41869E-03   -0.80787E-04    0.19667E+05    0.80627E-01
  5900    0.26444E-01    0.41722E-03   -0.78979E-04    0.19662E+05    0.80376E-01
  5901    0.26387E-01    0.41577E-03   -0.77171E-04    0.19656E+05    0.80127E-01
  5902    0.26330E-01    0.41431E-03   -0.75372E-04    0.19651E+05    0.79880E-01
  5903    0.26276E-01    0.41286E-03   -0.73567E-04    0.19645E+05    0.79635E-01
  5904    0.26219E-01    0.41142E-03   -0.71764E-04    0.19640E+05    0.79392E-01
  5905    0.26162E-01    0.40997E-03   -0.69970E-04    0.19634E+05    0.79150E-01
  5906    0.26106E-01    0.40855E-03   -0.68178E-04    0.19629E+05    0.78911E-01
  5907    0.26051E-01    0.40712E-03   -0.66388E-04    0.19623E+05    0.78673E-01
  5908    0.25995E-01    0.40570E-03   -0.64601E-04    0.19618E+05    0.78437E-01
  5909    0.25939E-01    0.40429E-03   -0.62825E-04    0.19612E+05    0.78202E-01
  5910    0.25883E-01    0.40287E-03   -0.61044E-04    0.19607E+05    0.77970E-01
  5911    0.25828E-01    0.40148E-03   -0.59275E-04    0.19601E+05    0.77739E-01
  5912    0.25772E-01    0.40008E-03   -0.57509E-04    0.19596E+05    0.77511E-01
  5913    0.25715E-01    0.39869E-03   -0.55757E-04    0.19590E+05    0.77284E-01
  5914    0.25660E-01    0.39731E-03   -0.54007E-04    0.19585E+05    0.77059E-01
  5915    0.25604E-01    0.39593E-03   -0.52263E-04    0.19580E+05    0.76836E-01
  5916    0.25549E-01    0.39456E-03   -0.50524E-04    0.19574E+05    0.76614E-01
  5917    0.25493E-01    0.39320E-03   -0.48798E-04    0.19569E+05    0.76395E-01
  5918    0.25438E-01    0.39185E-03   -0.47076E-04    0.19563E+05    0.76177E-01
  5919    0.25382E-01    0.39050E-03   -0.45364E-04    0.19558E+05    0.75961E-01
  5920    0.25327E-01    0.38915E-03   -0.43659E-04    0.19552E+05    0.75748E-01
  5921    0.25271E-01    0.38781E-03   -0.41963E-04    0.19547E+05    0.75535E-01
  5922    0.25216E-01    0.38648E-03   -0.40278E-04    0.19541E+05    0.75325E-01
  5923    0.25160E-01    0.38515E-03   -0.38601E-04    0.19536E+05    0.75117E-01
  5924    0.25105E-01    0.38383E-03   -0.36935E-04    0.19531E+05    0.74911E-01
  5925    0.25050E-01    0.38252E-03   -0.35278E-04    0.19525E+05    0.74706E-01
  5926    0.24994E-01    0.38121E-03   -0.33632E-04    0.19520E+05    0.74504E-01
  5927    0.24940E-01    0.37992E-03   -0.32000E-04    0.19514E+05    0.74303E-01
  5928    0.24885E-01    0.37862E-03   -0.30377E-04    0.19509E+05    0.74104E-01
  5929    0.24830E-01    0.37734E-03   -0.28766E-04    0.19504E+05    0.73907E-01
  5930    0.24774E-01    0.37606E-03   -0.27168E-04    0.19498E+05    0.73712E-01
  5931    0.24720E-01    0.37479E-03   -0.25581E-04    0.19493E+05    0.73519E-01
  5932    0.24665E-01    0.37353E-03   -0.24006E-04    0.19487E+05    0.73328E-01
  5933    0.24610E-01    0.37227E-03   -0.22442E-04    0.19482E+05    0.73138E-01
  5934    0.24555E-01    0.37101E-03   -0.20893E-04    0.19477E+05    0.72951E-01
  5935    0.24501E-01    0.36977E-03   -0.19364E-04    0.19471E+05    0.72765E-01
  5936    0.24446E-01    0.36854E-03   -0.17841E-04    0.19466E+05    0.72582E-01
  5937    0.24392E-01    0.36730E-03   -0.16333E-04    0.19460E+05    0.72400E-01
  5938    0.24338E-01    0.36608E-03   -0.14840E-04    0.19455E+05    0.72220E-01
  5939    0.24284E-01    0.36486E-03   -0.13357E-04    0.19450E+05    0.72043E-01
  5940    0.24230E-01    0.36365E-03   -0.11899E-04    0.19444E+05    0.71867E-01
  5941    0.24176E-01    0.36244E-03   -0.10450E-04    0.19439E+05    0.71693E-01
  5942    0.24121E-01    0.36124E-03   -0.90154E-05    0.19433E+05    0.71521E-01
  5943    0.24068E-01    0.36006E-03   -0.75965E-05    0.19428E+05    0.71351E-01
  5944    0.24015E-01    0.35886E-03   -0.61974E-05    0.19423E+05    0.71183E-01
  5945    0.23960E-01    0.35770E-03   -0.48108E-05    0.19417E+05    0.71016E-01
  5946    0.23906E-01    0.35653E-03   -0.34431E-05    0.19412E+05    0.70852E-01
  5947    0.23854E-01    0.35536E-03   -0.20923E-05    0.19407E+05    0.70690E-01
  5948    0.23801E-01    0.35421E-03   -0.75985E-06    0.19401E+05    0.70530E-01
  5949    0.23748E-01    0.35305E-03    0.56173E-06    0.19396E+05    0.70371E-01
  5950    0.23694E-01    0.35191E-03    0.18568E-05    0.19391E+05    0.70215E-01
  5951    0.23641E-01    0.35077E-03    0.31469E-05    0.19385E+05    0.70061E-01
  5952    0.23588E-01    0.34965E-03    0.44083E-05    0.19380E+05    0.69908E-01
  5953    0.23535E-01    0.34851E-03    0.56565E-05    0.19374E+05    0.69758E-01
  5954    0.23483E-01    0.34741E-03    0.68834E-05    0.19369E+05    0.69609E-01
  5955    0.23430E-01    0.34629E-03    0.80882E-05    0.19364E+05    0.69463E-01
  5956    0.23377E-01    0.34519E-03    0.92792E-05    0.19358E+05    0.69318E-01
  5957    0.23325E-01    0.34408E-03    0.10450E-04    0.19353E+05    0.69176E-01
  5958    0.23272E-01    0.34299E-03    0.11605E-04    0.19348E+05    0.69036E-01
  5959    0.23220E-01    0.34191E-03    0.12741E-04    0.19342E+05    0.68897E-01
  5960    0.23168E-01    0.34083E-03    0.13856E-04    0.19337E+05    0.68761E-01
  5961    0.23116E-01    0.33976E-03    0.14951E-04    0.19332E+05    0.68626E-01
  5962    0.23064E-01    0.33869E-03    0.16024E-04    0.19326E+05    0.68494E-01
  5963    0.23013E-01    0.33763E-03    0.17083E-04    0.19321E+05    0.68363E-01
  5964    0.22961E-01    0.33658E-03    0.18113E-04    0.19316E+05    0.68235E-01
  5965    0.22909E-01    0.33554E-03    0.19128E-04    0.19310E+05    0.68108E-01
  5966    0.22859E-01    0.33449E-03    0.20127E-04    0.19305E+05    0.67984E-01
  5967    0.22808E-01    0.33345E-03    0.21101E-04    0.19300E+05    0.67861E-01
  5968    0.22757E-01    0.33243E-03    0.22059E-04    0.19295E+05    0.67741E-01
  5969    0.22706E-01    0.33141E-03    0.22985E-04    0.19289E+05    0.67623E-01
  5970    0.22655E-01    0.33038E-03    0.23901E-04    0.19284E+05    0.67506E-01
  5971    0.22605E-01    0.32937E-03    0.24794E-04    0.19279E+05    0.67392E-01
  5972    0.22555E-01    0.32837E-03    0.25656E-04    0.19273E+05    0.67280E-01
  5973    0.22506E-01    0.32737E-03    0.26511E-04    0.19268E+05    0.67170E-01
  5974    0.22455E-01    0.32637E-03    0.27334E-04    0.19263E+05    0.67062E-01
  5975    0.22405E-01    0.32539E-03    0.28135E-04    0.19257E+05    0.66955E-01
  5976    0.22356E-01    0.32439E-03    0.28921E-04    0.19252E+05    0.66851E-01
  5977    0.22306E-01    0.32342E-03    0.29685E-04    0.19247E+05    0.66749E-01
  5978    0.22257E-01    0.32245E-03    0.30426E-04    0.19242E+05    0.66650E-01
  5979    0.22207E-01    0.32148E-03    0.31137E-04    0.19236E+05    0.66552E-01
  5980    0.22158E-01    0.32052E-03    0.31848E-04    0.19231E+05    0.66456E-01
  5981    0.22110E-01    0.31957E-03    0.32528E-04    0.19226E+05    0.66362E-01
  5982    0.22061E-01    0.31862E-03    0.33179E-04    0.19221E+05    0.66271E-01
  5983    0.22012E-01    0.31767E-03    0.33814E-04    0.19215E+05    0.66181E-01
  5984    0.21964E-01    0.31673E-03    0.34426E-04    0.19210E+05    0.66094E-01
  5985    0.21916E-01    0.31580E-03    0.35017E-04    0.19205E+05    0.66008E-01
  5986    0.21868E-01    0.31488E-03    0.35584E-04    0.19199E+05    0.65925E-01
  5987    0.21820E-01    0.31394E-03    0.36130E-04    0.19194E+05    0.65844E-01
  5988    0.21772E-01    0.31303E-03    0.36661E-04    0.19189E+05    0.65765E-01
  5989    0.21725E-01    0.31211E-03    0.37162E-04    0.19184E+05    0.65688E-01
  5990    0.21677E-01    0.31121E-03    0.37641E-04    0.19178E+05    0.65613E-01
  5991    0.21630E-01    0.31030E-03    0.38108E-04    0.19173E+05    0.65540E-01
  5992    0.21584E-01    0.30940E-03    0.38547E-04    0.19168E+05    0.65469E-01
  5993    0.21537E-01    0.30851E-03    0.38966E-04    0.19163E+05    0.65401E-01
  5994    0.21491E-01    0.30761E-03    0.39359E-04    0.19157E+05    0.65334E-01
  5995    0.21444E-01    0.30673E-03    0.39734E-04    0.19152E+05    0.65270E-01
  5996    0.21398E-01    0.30585E-03    0.40091E-04    0.19147E+05    0.65207E-01
  5997    0.21352E-01    0.30497E-03    0.40423E-04    0.19142E+05    0.65147E-01
  5998    0.21307E-01    0.30409E-03    0.40728E-04    0.19137E+05    0.65089E-01
  5999    0.21261E-01    0.30322E-03    0.41021E-04    0.19131E+05    0.65034E-01
  6000    0.21216E-01    0.30237E-03    0.41286E-04    0.19126E+05    0.64980E-01
  6001    0.21170E-01    0.30151E-03    0.41536E-04    0.19121E+05    0.64928E-01
  6002    0.21125E-01    0.30065E-03    0.41757E-04    0.19116E+05    0.64879E-01
  6003    0.21081E-01    0.29979E-03    0.41961E-04    0.19110E+05    0.64832E-01
  6004    0.21036E-01    0.29894E-03    0.42150E-04    0.19105E+05    0.64786E-01
  6005    0.20992E-01    0.29810E-03    0.42310E-04    0.19100E+05    0.64743E-01
  6006    0.20948E-01    0.29727E-03    0.42456E-04    0.19095E+05    0.64702E-01
  6007    0.20904E-01    0.29643E-03    0.42581E-04    0.19090E+05    0.64663E-01
  6008    0.20860E-01    0.29559E-03    0.42677E-04    0.19084E+05    0.64627E-01
  6009    0.20817E-01    0.29476E-03    0.42761E-04    0.19079E+05    0.64592E-01
  6010    0.20774E-01    0.29394E-03    0.42826E-04    0.19074E+05    0.64560E-01
  6011    0.20730E-01    0.29312E-03    0.42871E-04    0.19069E+05    0.64529E-01
  6012    0.20688E-01    0.29230E-03    0.42897E-04    0.19064E+05    0.64501E-01
  6013    0.20644E-01    0.29148E-03    0.42897E-04    0.19058E+05    0.64475E-01
  6014    0.20603E-01    0.29066E-03    0.42884E-04    0.19053E+05    0.64450E-01
  6015    0.20560E-01    0.28986E-03    0.42853E-04    0.19048E+05    0.64428E-01
  6016    0.20518E-01    0.28904E-03    0.42795E-04    0.19043E+05    0.64408E-01
  6017    0.20477E-01    0.28825E-03    0.42725E-04    0.19038E+05    0.64390E-01
  6018    0.20435E-01    0.28744E-03    0.42628E-04    0.19032E+05    0.64375E-01
  6019    0.20393E-01    0.28664E-03    0.42520E-04    0.19027E+05    0.64361E-01
  6020    0.20352E-01    0.28585E-03    0.42387E-04    0.19022E+05    0.64349E-01
  6021    0.20312E-01    0.28505E-03    0.42243E-04    0.19017E+05    0.64339E-01
  6022    0.20271E-01    0.28426E-03    0.42080E-04    0.19012E+05    0.64332E-01
  6023    0.20230E-01    0.28348E-03    0.41901E-04    0.19007E+05    0.64326E-01
  6024    0.20189E-01    0.28269E-03    0.41697E-04    0.19001E+05    0.64322E-01
  6025    0.20150E-01    0.28191E-03    0.41484E-04    0.18996E+05    0.64321E-01
  6026    0.20110E-01    0.28113E-03    0.41256E-04    0.18991E+05    0.64321E-01
  6027    0.20071E-01    0.28035E-03    0.41006E-04    0.18986E+05    0.64324E-01
  6028    0.20032E-01    0.27957E-03    0.40743E-04    0.18981E+05    0.64328E-01
  6029    0.19992E-01    0.27880E-03    0.40469E-04    0.18976E+05    0.64335E-01
  6030    0.19954E-01    0.27803E-03    0.40168E-04    0.18971E+05    0.64344E-01
  6031    0.19915E-01    0.27726E-03    0.39857E-04    0.18965E+05    0.64354E-01
  6032    0.19877E-01    0.27649E-03    0.39527E-04    0.18960E+05    0.64367E-01
  6033    0.19839E-01    0.27572E-03    0.39186E-04    0.18955E+05    0.64381E-01
  6034    0.19801E-01    0.27496E-03    0.38824E-04    0.18950E+05    0.64398E-01
  6035    0.19763E-01    0.27420E-03    0.38447E-04    0.18945E+05    0.64417E-01
  6036    0.19725E-01    0.27343E-03    0.38065E-04    0.18940E+05    0.64437E-01
  6037    0.19689E-01    0.27267E-03    0.37658E-04    0.18935E+05    0.64460E-01
  6038    0.19651E-01    0.27191E-03    0.37243E-04    0.18929E+05    0.64484E-01
  6039    0.19614E-01    0.27116E-03    0.36811E-04    0.18924E+05    0.64511E-01
  6040    0.19577E-01    0.27040E-03    0.36372E-04    0.18919E+05    0.64539E-01
  6041    0.19542E-01    0.26965E-03    0.35912E-04    0.18914E+05    0.64570E-01
  6042    0.19506E-01    0.26890E-03    0.35445E-04    0.18909E+05    0.64602E-01
  6043    0.19470E-01    0.26815E-03    0.34966E-04    0.18904E+05    0.64637E-01
  6044    0.19435E-01    0.26740E-03    0.34475E-04    0.18899E+05    0.64673E-01
  6045    0.19399E-01    0.26665E-03    0.33965E-04    0.18894E+05    0.64711E-01
  6046    0.19364E-01    0.26590E-03    0.33452E-04    0.18889E+05    0.64751E-01
  6047    0.19329E-01    0.26516E-03    0.32921E-04    0.18883E+05    0.64794E-01
  6048    0.19294E-01    0.26441E-03    0.32386E-04    0.18878E+05    0.64838E-01
  6049    0.19260E-01    0.26366E-03    0.31832E-04    0.18873E+05    0.64884E-01
  6050    0.19225E-01    0.26292E-03    0.31275E-04    0.18868E+05    0.64932E-01
  6051    0.19192E-01    0.26218E-03    0.30706E-04    0.18863E+05    0.64982E-01
  6052    0.19158E-01    0.26143E-03    0.30127E-04    0.18858E+05    0.65033E-01
  6053    0.19125E-01    0.26069E-03    0.29538E-04    0.18853E+05    0.65087E-01
  6054    0.19092E-01    0.25996E-03    0.28938E-04    0.18848E+05    0.65143E-01
  6055    0.19059E-01    0.25922E-03    0.28328E-04    0.18843E+05    0.65200E-01
  6056    0.19026E-01    0.25848E-03    0.27716E-04    0.18838E+05    0.65260E-01
  6057    0.18993E-01    0.25774E-03    0.27088E-04    0.18832E+05    0.65321E-01
  6058    0.18961E-01    0.25699E-03    0.26459E-04    0.18827E+05    0.65384E-01
  6059    0.18929E-01    0.25626E-03    0.25822E-04    0.18822E+05    0.65450E-01
  6060    0.18897E-01    0.25552E-03    0.25171E-04    0.18817E+05    0.65517E-01
  6061    0.18866E-01    0.25478E-03    0.24519E-04    0.18812E+05    0.65585E-01
  6062    0.18834E-01    0.25404E-03    0.23854E-04    0.18807E+05    0.65656E-01
  6063    0.18803E-01    0.25330E-03    0.23189E-04    0.18802E+05    0.65729E-01
  6064    0.18772E-01    0.25257E-03    0.22512E-04    0.18797E+05    0.65803E-01
  6065    0.18742E-01    0.25183E-03    0.21837E-04    0.18792E+05    0.65880E-01
  6066    0.18711E-01    0.25110E-03    0.21150E-04    0.18787E+05    0.65958E-01
  6067    0.18681E-01    0.25036E-03    0.20465E-04    0.18782E+05    0.66038E-01
  6068    0.18651E-01    0.24963E-03    0.19769E-04    0.18777E+05    0.66120E-01
  6069    0.18621E-01    0.24889E-03    0.19075E-04    0.18772E+05    0.66204E-01
  6070    0.18591E-01    0.24816E-03    0.18368E-04    0.18767E+05    0.66290E-01
  6071    0.18562E-01    0.24742E-03    0.17664E-04    0.18762E+05    0.66377E-01
  6072    0.18533E-01    0.24668E-03    0.16948E-04    0.18756E+05    0.66466E-01
  6073    0.18504E-01    0.24594E-03    0.16235E-04    0.18751E+05    0.66558E-01
  6074    0.18475E-01    0.24520E-03    0.15525E-04    0.18746E+05    0.66651E-01
  6075    0.18447E-01    0.24447E-03    0.14804E-04    0.18741E+05    0.66745E-01
  6076    0.18419E-01    0.24374E-03    0.14079E-04    0.18736E+05    0.66842E-01
  6077    0.18390E-01    0.24300E-03    0.13358E-04    0.18731E+05    0.66940E-01
  6078    0.18364E-01    0.24226E-03    0.12627E-04    0.18726E+05    0.67041E-01
  6079    0.18336E-01    0.24152E-03    0.11901E-04    0.18721E+05    0.67143E-01
  6080    0.18309E-01    0.24078E-03    0.11173E-04    0.18716E+05    0.67247E-01
  6081    0.18282E-01    0.24005E-03    0.10442E-04    0.18711E+05    0.67352E-01
  6082    0.18254E-01    0.23931E-03    0.97169E-05    0.18706E+05    0.67460E-01
  6083    0.18228E-01    0.23857E-03    0.89881E-05    0.18701E+05    0.67569E-01
  6084    0.18202E-01    0.23784E-03    0.82556E-05    0.18696E+05    0.67680E-01
  6085    0.18175E-01    0.23709E-03    0.75278E-05    0.18691E+05    0.67793E-01
  6086    0.18149E-01    0.23636E-03    0.68023E-05    0.18686E+05    0.67907E-01
  6087    0.18124E-01    0.23561E-03    0.60733E-05    0.18681E+05    0.68024E-01
  6088    0.18098E-01    0.23487E-03    0.53481E-05    0.18676E+05    0.68142E-01
  6089    0.18073E-01    0.23413E-03    0.46275E-05    0.18671E+05    0.68262E-01
  6090    0.18048E-01    0.23339E-03    0.39052E-05    0.18666E+05    0.68383E-01
  6091    0.18023E-01    0.23265E-03    0.31895E-05    0.18661E+05    0.68507E-01
  6092    0.17998E-01    0.23191E-03    0.24736E-05    0.18656E+05    0.68632E-01
  6093    0.17974E-01    0.23117E-03    0.17586E-05    0.18651E+05    0.68759E-01
  6094    0.17950E-01    0.23042E-03    0.10527E-05    0.18646E+05    0.68887E-01
  6095    0.17926E-01    0.22968E-03    0.34097E-06    0.18641E+05    0.69018E-01
  6096    0.17902E-01    0.22894E-03   -0.36166E-06    0.18636E+05    0.69150E-01
  6097    0.17878E-01    0.22820E-03   -0.10628E-05    0.18631E+05    0.69284E-01
  6098    0.17854E-01    0.22745E-03   -0.17623E-05    0.18626E+05    0.69419E-01
  6099    0.17830E-01    0.22671E-03   -0.24529E-05    0.18621E+05    0.69556E-01
  6100    0.17807E-01    0.22596E-03   -0.31348E-05    0.18616E+05    0.69695E-01
  6101    0.17784E-01    0.22522E-03   -0.38225E-05    0.18611E+05    0.69836E-01
  6102    0.17761E-01    0.22447E-03   -0.44938E-05    0.18606E+05    0.69978E-01
  6103    0.17739E-01    0.22373E-03   -0.51633E-05    0.18601E+05    0.70122E-01
  6104    0.17717E-01    0.22298E-03   -0.58306E-05    0.18596E+05    0.70268E-01
  6105    0.17694E-01    0.22223E-03   -0.64882E-05    0.18591E+05    0.70416E-01
  6106    0.17672E-01    0.22149E-03   -0.71358E-05    0.18586E+05    0.70565E-01
  6107    0.17651E-01    0.22074E-03   -0.77807E-05    0.18581E+05    0.70716E-01
  6108    0.17629E-01    0.22000E-03   -0.84226E-05    0.18576E+05    0.70868E-01
  6109    0.17608E-01    0.21925E-03   -0.90543E-05    0.18571E+05    0.71022E-01
  6110    0.17586E-01    0.21850E-03   -0.96750E-05    0.18566E+05    0.71178E-01
  6111    0.17565E-01    0.21776E-03   -0.10293E-04    0.18561E+05    0.71336E-01
  6112    0.17545E-01    0.21701E-03   -0.10902E-04    0.18556E+05    0.71495E-01
  6113    0.17524E-01    0.21625E-03   -0.11507E-04    0.18551E+05    0.71656E-01
  6114    0.17503E-01    0.21550E-03   -0.12095E-04    0.18546E+05    0.71818E-01
  6115    0.17483E-01    0.21475E-03   -0.12680E-04    0.18541E+05    0.71983E-01
  6116    0.17462E-01    0.21401E-03   -0.13255E-04    0.18536E+05    0.72149E-01
  6117    0.17442E-01    0.21325E-03   -0.13821E-04    0.18531E+05    0.72316E-01
  6118    0.17422E-01    0.21250E-03   -0.14383E-04    0.18527E+05    0.72485E-01
